[***********, 2021/7/30 at 13:58] ,************
Axis1, , Axis2, , Axis3, , Axis4
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925091631, 0x1edaf230, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925110949, 0x1edaf231, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925168901, 0x1edaf234, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925149584, 0x1edaf233, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925207536, 0x1edaf236, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925149584, 0x1edaf233, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925207536, 0x1edaf236, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925207536, 0x1edaf236, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925226853, 0x1edaf237, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925226853, 0x1edaf237, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925265488, 0x1edaf239, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925362074, 0x1edaf23e, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925362074, 0x1edaf23e, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925362074, 0x1edaf23e, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925362074, 0x1edaf23e, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925400709, 0x1edaf240, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925342757, 0x1edaf23d, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925362074, 0x1edaf23e, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925420027, 0x1edaf241, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925458661, 0x1edaf243, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925400709, 0x1edaf240, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925458661, 0x1edaf243, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925477979, 0x1edaf244, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925516613, 0x1edaf246, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925497296, 0x1edaf245, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925497296, 0x1edaf245, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925516613, 0x1edaf246, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925613200, 0x1edaf24b, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925555248, 0x1edaf248, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925613200, 0x1edaf24b, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925632517, 0x1edaf24c, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925729104, 0x1edaf251, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925632517, 0x1edaf24c, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925690470, 0x1edaf24f, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925651835, 0x1edaf24d, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925690470, 0x1edaf24f, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925748422, 0x1edaf252, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925748422, 0x1edaf252, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925729104, 0x1edaf251, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925690470, 0x1edaf24f, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925709787, 0x1edaf250, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925671152, 0x1edaf24e, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925613200, 0x1edaf24b, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925651835, 0x1edaf24d, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925632517, 0x1edaf24c, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925613200, 0x1edaf24b, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925574565, 0x1edaf249, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925535931, 0x1edaf247, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925651835, 0x1edaf24d, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925574565, 0x1edaf249, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925555248, 0x1edaf248, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925535931, 0x1edaf247, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925555248, 0x1edaf248, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925535931, 0x1edaf247, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925477979, 0x1edaf244, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925574565, 0x1edaf249, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925632517, 0x1edaf24c, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925362074, 0x1edaf23e, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925284805, 0x1edaf23a, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925265488, 0x1edaf239, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925265488, 0x1edaf239, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925284805, 0x1edaf23a, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925246170, 0x1edaf238, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925284805, 0x1edaf23a, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925284805, 0x1edaf23a, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925265488, 0x1edaf239, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925226853, 0x1edaf237, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925304122, 0x1edaf23b, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925226853, 0x1edaf237, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925226853, 0x1edaf237, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925188218, 0x1edaf235, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925168901, 0x1edaf234, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925149584, 0x1edaf233, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925207536, 0x1edaf236, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925130266, 0x1edaf232, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925110949, 0x1edaf231, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925110949, 0x1edaf231, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925110949, 0x1edaf231, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925149584, 0x1edaf233, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925110949, 0x1edaf231, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925052997, 0x1edaf22e, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925052997, 0x1edaf22e, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925052997, 0x1edaf22e, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925014362, 0x1edaf22c, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925014362, 0x1edaf22c, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925033679, 0x1edaf22d, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999924956410, 0x1edaf229, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999924956410, 0x1edaf229, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999924937093, 0x1edaf228, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999924937093, 0x1edaf228, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925014362, 0x1edaf22c, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999924995045, 0x1edaf22b, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925072314, 0x1edaf22f, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925052997, 0x1edaf22e, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925130266, 0x1edaf232, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925091631, 0x1edaf230, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925130266, 0x1edaf232, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925168901, 0x1edaf234, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925110949, 0x1edaf231, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925168901, 0x1edaf234, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925149584, 0x1edaf233, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925188218, 0x1edaf235, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925130266, 0x1edaf232, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925149584, 0x1edaf233, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925207536, 0x1edaf236, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925168901, 0x1edaf234, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925188218, 0x1edaf235, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925168901, 0x1edaf234, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925091631, 0x1edaf230, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925207536, 0x1edaf236, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925072314, 0x1edaf22f, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925130266, 0x1edaf232, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925033679, 0x1edaf22d, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925168901, 0x1edaf234, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925052997, 0x1edaf22e, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999924975727, 0x1edaf22a, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999924956410, 0x1edaf229, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999924975727, 0x1edaf22a, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999924995045, 0x1edaf22b, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999924956410, 0x1edaf229, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999924975727, 0x1edaf22a, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999924995045, 0x1edaf22b, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999924937093, 0x1edaf228, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999924956410, 0x1edaf229, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999924937093, 0x1edaf228, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925014362, 0x1edaf22c, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925110949, 0x1edaf231, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925091631, 0x1edaf230, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925091631, 0x1edaf230, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925110949, 0x1edaf231, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925168901, 0x1edaf234, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925149584, 0x1edaf233, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925207536, 0x1edaf236, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925149584, 0x1edaf233, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925207536, 0x1edaf236, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925207536, 0x1edaf236, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925226853, 0x1edaf237, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925226853, 0x1edaf237, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925265488, 0x1edaf239, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925362074, 0x1edaf23e, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925362074, 0x1edaf23e, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925362074, 0x1edaf23e, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925362074, 0x1edaf23e, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925400709, 0x1edaf240, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925342757, 0x1edaf23d, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925362074, 0x1edaf23e, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925420027, 0x1edaf241, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925458661, 0x1edaf243, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925400709, 0x1edaf240, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925458661, 0x1edaf243, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925477979, 0x1edaf244, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925516613, 0x1edaf246, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925497296, 0x1edaf245, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925497296, 0x1edaf245, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925516613, 0x1edaf246, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925613200, 0x1edaf24b, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925555248, 0x1edaf248, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925613200, 0x1edaf24b, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925632517, 0x1edaf24c, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925729104, 0x1edaf251, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925632517, 0x1edaf24c, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925690470, 0x1edaf24f, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925651835, 0x1edaf24d, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925690470, 0x1edaf24f, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925748422, 0x1edaf252, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925748422, 0x1edaf252, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925729104, 0x1edaf251, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925690470, 0x1edaf24f, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925709787, 0x1edaf250, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925671152, 0x1edaf24e, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925613200, 0x1edaf24b, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925651835, 0x1edaf24d, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925632517, 0x1edaf24c, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925613200, 0x1edaf24b, 0.000000000000, 0x0 
0.000000000000, 0x0, 0.000000000000, 0x0, 9.999925574565, 0x1edaf249, 0.000000000000, 0x0 
